group,id,course,semester,grade
1,369,Bushido and Samurai Code,1,14.5
1,369,Bushido and Samurai Code,1,11.75
1,369,Bushido and Samurai Code,1,9.5
1,369,Bushido and Samurai Code,1,9.75
1,369,Bushido and Samurai Code,1,9.75
1,369,Calligraphy and Poetry,2,7.5
1,369,Calligraphy and Poetry,2,10.75
1,369,Calligraphy and Poetry,2,10.5
1,369,Calligraphy and Poetry,2,12
1,369,Calligraphy and Poetry,2,11.25
1,369,Calligraphy and Poetry,2,11.25
1,369,History of Feudal Japan,2,7.5
1,369,History of Feudal Japan,2,9
1,369,History of Feudal Japan,2,0
1,369,Kenjutsu and Swordsmanship,2,18.6
1,369,Kenjutsu and Swordsmanship,2,15.9
1,369,Kenjutsu and Swordsmanship,2,15.2
1,369,Ninjutsu and Stealth Arts,1,12.5
1,369,Ninjutsu and Stealth Arts,1,8
1,369,Ninjutsu and Stealth Arts,1,13
1,369,Ninjutsu and Stealth Arts,1,11.5
1,369,Ninjutsu and Stealth Arts,1,10
1,369,Ninjutsu and Stealth Arts,1,12
1,369,Ninjutsu and Stealth Arts,1,10
1,369,Onmyodo and Occult Arts,1,14.5
1,369,Onmyodo and Occult Arts,1,12.5
1,369,Onmyodo and Occult Arts,1,13.5
1,369,Onmyodo and Occult Arts,1,11
1,369,Onmyodo and Occult Arts,1,10.5
1,369,Onmyodo and Occult Arts,1,8.5
1,369,Shinto and Buddhist Philosophy,2,17.75
1,369,Shinto and Buddhist Philosophy,2,16
1,369,Shinto and Buddhist Philosophy,2,16.5
1,369,Shinto and Buddhist Philosophy,2,14.5
1,369,Shinto and Buddhist Philosophy,2,13.25
1,369,Shinto and Buddhist Philosophy,2,12.25
1,369,Strategy and Tactics,2,12.5
1,369,Strategy and Tactics,2,12
1,369,Strategy and Tactics,2,11.5
1,369,Tea Ceremony and Zen Meditation,1,9.5
1,369,Tea Ceremony and Zen Meditation,1,6.5
1,369,Tea Ceremony and Zen Meditation,1,8.75
1,369,Tea Ceremony and Zen Meditation,1,8.5
1,370,Archery and Marksmanship,1,4.75
1,370,Archery and Marksmanship,1,7.5
1,370,Archery and Marksmanship,1,9.75
1,370,Archery and Marksmanship,1,7
1,370,Archery and Marksmanship,1,6.25
1,370,Bushido and Samurai Code,1,13.75
1,370,Bushido and Samurai Code,1,12.5
1,370,Bushido and Samurai Code,1,10.25
1,370,Bushido and Samurai Code,1,11
1,370,Bushido and Samurai Code,1,12.75
1,370,Bushido and Samurai Code,1,14.5
1,370,Bushido and Samurai Code,1,12.5
1,370,Bushido and Samurai Code,1,15
1,370,Calligraphy and Poetry,2,10
1,370,Calligraphy and Poetry,2,12.75
1,370,Calligraphy and Poetry,2,10.75
1,370,Calligraphy and Poetry,2,10
1,370,Calligraphy and Poetry,2,9
1,370,Calligraphy and Poetry,2,11.5
1,370,History of Feudal Japan,2,11
1,370,History of Feudal Japan,2,12.5
1,370,History of Feudal Japan,2,15
1,370,Kenjutsu and Swordsmanship,2,15
1,370,Kenjutsu and Swordsmanship,2,14.9
1,370,Ninjutsu and Stealth Arts,1,14
1,370,Ninjutsu and Stealth Arts,1,14.5
1,370,Ninjutsu and Stealth Arts,1,2.5
1,370,Ninjutsu and Stealth Arts,1,10
1,370,Ninjutsu and Stealth Arts,1,12.5
1,370,Ninjutsu and Stealth Arts,1,12
1,370,Ninjutsu and Stealth Arts,1,9
1,370,Onmyodo and Occult Arts,1,12.5
1,370,Onmyodo and Occult Arts,1,14
1,370,Onmyodo and Occult Arts,1,12
1,370,Onmyodo and Occult Arts,1,9.5
1,370,Onmyodo and Occult Arts,1,9.5
1,370,Onmyodo and Occult Arts,1,14
1,370,Shinto and Buddhist Philosophy,2,17.75
1,370,Shinto and Buddhist Philosophy,2,20
1,370,Shinto and Buddhist Philosophy,2,16.5
1,370,Shinto and Buddhist Philosophy,2,14.75
1,370,Shinto and Buddhist Philosophy,2,18
1,370,Shinto and Buddhist Philosophy,2,12.75
1,370,Strategy and Tactics,2,13
1,370,Strategy and Tactics,2,16.5
1,370,Strategy and Tactics,2,13.5
1,370,Tea Ceremony and Zen Meditation,1,7.25
1,370,Tea Ceremony and Zen Meditation,1,7.5
1,370,Tea Ceremony and Zen Meditation,1,7
1,370,Tea Ceremony and Zen Meditation,1,8.25
1,370,Tea Ceremony and Zen Meditation,1,10
1,406,Archery and Marksmanship,1,6.75
1,406,Archery and Marksmanship,1,3.5
1,406,Archery and Marksmanship,1,7.5
1,406,Archery and Marksmanship,1,7.75
1,406,Bushido and Samurai Code,1,7.75
1,406,Bushido and Samurai Code,1,12.25
1,406,Bushido and Samurai Code,1,11.5
1,406,Bushido and Samurai Code,1,16.25
1,406,Bushido and Samurai Code,1,13.25
1,406,Bushido and Samurai Code,1,12.75
1,406,Bushido and Samurai Code,1,10.25
1,406,Bushido and Samurai Code,1,12
1,406,Calligraphy and Poetry,2,10
1,406,Calligraphy and Poetry,2,10.25
1,406,Calligraphy and Poetry,2,11.5
1,406,Calligraphy and Poetry,2,11.5
1,406,Calligraphy and Poetry,2,10.75
1,406,Calligraphy and Poetry,2,12.5
1,406,History of Feudal Japan,2,12
1,406,History of Feudal Japan,2,10
1,406,History of Feudal Japan,2,5
1,406,Kenjutsu and Swordsmanship,2,9.4
1,406,Kenjutsu and Swordsmanship,2,16
1,406,Kenjutsu and Swordsmanship,2,11.1
1,406,Ninjutsu and Stealth Arts,1,6
1,406,Ninjutsu and Stealth Arts,1,13.5
1,406,Ninjutsu and Stealth Arts,1,11
1,406,Ninjutsu and Stealth Arts,1,8
1,406,Ninjutsu and Stealth Arts,1,17
1,406,Ninjutsu and Stealth Arts,1,7.5
1,406,Onmyodo and Occult Arts,1,15
1,406,Onmyodo and Occult Arts,1,11.5
1,406,Onmyodo and Occult Arts,1,11.5
1,406,Onmyodo and Occult Arts,1,12
1,406,Onmyodo and Occult Arts,1,12.5
1,406,Onmyodo and Occult Arts,1,10
1,406,Shinto and Buddhist Philosophy,2,11.75
1,406,Shinto and Buddhist Philosophy,2,13
1,406,Shinto and Buddhist Philosophy,2,9
1,406,Shinto and Buddhist Philosophy,2,12
1,406,Shinto and Buddhist Philosophy,2,19.25
1,406,Shinto and Buddhist Philosophy,2,12.25
1,406,Strategy and Tactics,2,10.5
1,406,Strategy and Tactics,2,14.5
1,406,Strategy and Tactics,2,12
1,406,Tea Ceremony and Zen Meditation,1,6.5
1,406,Tea Ceremony and Zen Meditation,1,8.5
1,406,Tea Ceremony and Zen Meditation,1,6.75
1,406,Tea Ceremony and Zen Meditation,1,7.25
1,406,Tea Ceremony and Zen Meditation,1,7.25
1,416,Archery and Marksmanship,1,6.5
1,416,Archery and Marksmanship,1,7.25
1,416,Archery and Marksmanship,1,7.25
1,416,Archery and Marksmanship,1,4.5
1,416,Archery and Marksmanship,1,8
1,416,Bushido and Samurai Code,1,15.25
1,416,Bushido and Samurai Code,1,13
1,416,Bushido and Samurai Code,1,11.25
1,416,Bushido and Samurai Code,1,16.25
1,416,Bushido and Samurai Code,1,12
1,416,Bushido and Samurai Code,1,8.75
1,416,Bushido and Samurai Code,1,11
1,416,Bushido and Samurai Code,1,8.25
1,416,Calligraphy and Poetry,2,10.5
1,416,Calligraphy and Poetry,2,10.25
1,416,Calligraphy and Poetry,2,11.25
1,416,Calligraphy and Poetry,2,9.75
1,416,Calligraphy and Poetry,2,11.75
1,416,Calligraphy and Poetry,2,10
1,416,History of Feudal Japan,2,6
1,416,History of Feudal Japan,2,8.5
1,416,History of Feudal Japan,2,6
1,416,Kenjutsu and Swordsmanship,2,10.3
1,416,Kenjutsu and Swordsmanship,2,14.3
1,416,Kenjutsu and Swordsmanship,2,16
1,416,Ninjutsu and Stealth Arts,1,12.5
1,416,Ninjutsu and Stealth Arts,1,9.5
1,416,Ninjutsu and Stealth Arts,1,12.5
1,416,Ninjutsu and Stealth Arts,1,13
1,416,Ninjutsu and Stealth Arts,1,10.5
1,416,Ninjutsu and Stealth Arts,1,10.5
1,416,Ninjutsu and Stealth Arts,1,10.5
1,416,Onmyodo and Occult Arts,1,12
1,416,Onmyodo and Occult Arts,1,10.5
1,416,Onmyodo and Occult Arts,1,14.5
1,416,Onmyodo and Occult Arts,1,11.5
1,416,Onmyodo and Occult Arts,1,11.5
1,416,Onmyodo and Occult Arts,1,11.5
1,416,Shinto and Buddhist Philosophy,2,16
1,416,Shinto and Buddhist Philosophy,2,18
1,416,Shinto and Buddhist Philosophy,2,12.75
1,416,Shinto and Buddhist Philosophy,2,19.5
1,416,Shinto and Buddhist Philosophy,2,17.25
1,416,Shinto and Buddhist Philosophy,2,12.75
1,416,Strategy and Tactics,2,14
1,416,Strategy and Tactics,2,7
1,416,Strategy and Tactics,2,10.5
1,416,Tea Ceremony and Zen Meditation,1,7
1,416,Tea Ceremony and Zen Meditation,1,8.75
1,416,Tea Ceremony and Zen Meditation,1,5.25
1,416,Tea Ceremony and Zen Meditation,1,5
1,416,Tea Ceremony and Zen Meditation,1,7
1,454,Archery and Marksmanship,1,8
1,454,Archery and Marksmanship,1,6
1,454,Archery and Marksmanship,1,6.25
1,454,Bushido and Samurai Code,1,14.75
1,454,Bushido and Samurai Code,1,15
1,454,Bushido and Samurai Code,1,11
1,454,Bushido and Samurai Code,1,12.75
1,454,Bushido and Samurai Code,1,13.75
1,454,Bushido and Samurai Code,1,13.25
1,454,Bushido and Samurai Code,1,13
1,454,Bushido and Samurai Code,1,14.75
1,454,Calligraphy and Poetry,2,11.25
1,454,Calligraphy and Poetry,2,9.5
1,454,Calligraphy and Poetry,2,10.75
1,454,Calligraphy and Poetry,2,10.25
1,454,Calligraphy and Poetry,2,11
1,454,Calligraphy and Poetry,2,8.25
1,454,History of Feudal Japan,2,12
1,454,History of Feudal Japan,2,14.5
1,454,History of Feudal Japan,2,7
1,454,Kenjutsu and Swordsmanship,2,12.1
1,454,Kenjutsu and Swordsmanship,2,13.1
1,454,Kenjutsu and Swordsmanship,2,17.8
1,454,Ninjutsu and Stealth Arts,1,8.5
1,454,Ninjutsu and Stealth Arts,1,16.5
1,454,Ninjutsu and Stealth Arts,1,12.5
1,454,Ninjutsu and Stealth Arts,1,14.5
1,454,Ninjutsu and Stealth Arts,1,10
1,454,Ninjutsu and Stealth Arts,1,12
1,454,Ninjutsu and Stealth Arts,1,11.5
1,454,Onmyodo and Occult Arts,1,10.5
1,454,Onmyodo and Occult Arts,1,9.5
1,454,Onmyodo and Occult Arts,1,15.5
1,454,Onmyodo and Occult Arts,1,12.5
1,454,Onmyodo and Occult Arts,1,9
1,454,Shinto and Buddhist Philosophy,2,16.75
1,454,Shinto and Buddhist Philosophy,2,14.25
1,454,Shinto and Buddhist Philosophy,2,16.25
1,454,Shinto and Buddhist Philosophy,2,16.75
1,454,Shinto and Buddhist Philosophy,2,16.25
1,454,Shinto and Buddhist Philosophy,2,16.5
1,454,Strategy and Tactics,2,14
1,454,Strategy and Tactics,2,7.5
1,454,Strategy and Tactics,2,10.5
1,454,Tea Ceremony and Zen Meditation,1,7.25
1,454,Tea Ceremony and Zen Meditation,1,9
1,454,Tea Ceremony and Zen Meditation,1,7.5
1,454,Tea Ceremony and Zen Meditation,1,7.25
1,454,Tea Ceremony and Zen Meditation,1,8.25
1,478,Archery and Marksmanship,1,9.75
1,478,Archery and Marksmanship,1,8.5
1,478,Archery and Marksmanship,1,7
1,478,Archery and Marksmanship,1,8.75
1,478,Archery and Marksmanship,1,7.25
1,478,Bushido and Samurai Code,1,11.75
1,478,Bushido and Samurai Code,1,13
1,478,Bushido and Samurai Code,1,14.5
1,478,Bushido and Samurai Code,1,12.5
1,478,Bushido and Samurai Code,1,11.75
1,478,Bushido and Samurai Code,1,12.5
1,478,Bushido and Samurai Code,1,10
1,478,Bushido and Samurai Code,1,14.25
1,478,Calligraphy and Poetry,2,11.25
1,478,Calligraphy and Poetry,2,10.5
1,478,Calligraphy and Poetry,2,12.75
1,478,Calligraphy and Poetry,2,11.25
1,478,Calligraphy and Poetry,2,11.5
1,478,Calligraphy and Poetry,2,10.5
1,478,History of Feudal Japan,2,8.5
1,478,History of Feudal Japan,2,10.5
1,478,History of Feudal Japan,2,8.5
1,478,Kenjutsu and Swordsmanship,2,11.4
1,478,Kenjutsu and Swordsmanship,2,12.5
1,478,Kenjutsu and Swordsmanship,2,8
1,478,Ninjutsu and Stealth Arts,1,12.5
1,478,Ninjutsu and Stealth Arts,1,17.5
1,478,Ninjutsu and Stealth Arts,1,8.5
1,478,Ninjutsu and Stealth Arts,1,9
1,478,Ninjutsu and Stealth Arts,1,7.5
1,478,Ninjutsu and Stealth Arts,1,9.5
1,478,Onmyodo and Occult Arts,1,8
1,478,Onmyodo and Occult Arts,1,12
1,478,Onmyodo and Occult Arts,1,10.5
1,478,Onmyodo and Occult Arts,1,11.5
1,478,Onmyodo and Occult Arts,1,12.5
1,478,Onmyodo and Occult Arts,1,7.5
1,478,Shinto and Buddhist Philosophy,2,14.75
1,478,Shinto and Buddhist Philosophy,2,5.5
1,478,Shinto and Buddhist Philosophy,2,13.5
1,478,Shinto and Buddhist Philosophy,2,11.5
1,478,Shinto and Buddhist Philosophy,2,14.5
1,478,Shinto and Buddhist Philosophy,2,16.5
1,478,Strategy and Tactics,2,14.5
1,478,Strategy and Tactics,2,14
1,478,Strategy and Tactics,2,13
1,478,Tea Ceremony and Zen Meditation,1,9
1,478,Tea Ceremony and Zen Meditation,1,7.75
1,478,Tea Ceremony and Zen Meditation,1,8
1,478,Tea Ceremony and Zen Meditation,1,5.25
1,478,Tea Ceremony and Zen Meditation,1,7.5
1,483,Archery and Marksmanship,1,5.5
1,483,Archery and Marksmanship,1,3.5
1,483,Archery and Marksmanship,1,6.75
1,483,Archery and Marksmanship,1,5.25
1,483,Archery and Marksmanship,1,9.75
1,483,Bushido and Samurai Code,1,13.75
1,483,Bushido and Samurai Code,1,11
1,483,Bushido and Samurai Code,1,16
1,483,Bushido and Samurai Code,1,10.75
1,483,Bushido and Samurai Code,1,11.25
1,483,Bushido and Samurai Code,1,12.75
1,483,Bushido and Samurai Code,1,12.25
1,483,Calligraphy and Poetry,2,10
1,483,Calligraphy and Poetry,2,7.75
1,483,Calligraphy and Poetry,2,10.25
1,483,Calligraphy and Poetry,2,11
1,483,Calligraphy and Poetry,2,8.75
1,483,Calligraphy and Poetry,2,10.75
1,483,History of Feudal Japan,2,10
1,483,History of Feudal Japan,2,8
1,483,History of Feudal Japan,2,4
1,483,Kenjutsu and Swordsmanship,2,12.8
1,483,Kenjutsu and Swordsmanship,2,17.1
1,483,Ninjutsu and Stealth Arts,1,7
1,483,Ninjutsu and Stealth Arts,1,10.5
1,483,Ninjutsu and Stealth Arts,1,10
1,483,Ninjutsu and Stealth Arts,1,10.5
1,483,Ninjutsu and Stealth Arts,1,9
1,483,Ninjutsu and Stealth Arts,1,11.5
1,483,Ninjutsu and Stealth Arts,1,16
1,483,Onmyodo and Occult Arts,1,11.5
1,483,Onmyodo and Occult Arts,1,11
1,483,Onmyodo and Occult Arts,1,10.5
1,483,Onmyodo and Occult Arts,1,12
1,483,Onmyodo and Occult Arts,1,9.5
1,483,Onmyodo and Occult Arts,1,11
1,483,Shinto and Buddhist Philosophy,2,17
1,483,Shinto and Buddhist Philosophy,2,13
1,483,Shinto and Buddhist Philosophy,2,9.25
1,483,Shinto and Buddhist Philosophy,2,15
1,483,Strategy and Tactics,2,13
1,483,Strategy and Tactics,2,10
1,483,Strategy and Tactics,2,9
1,483,Tea Ceremony and Zen Meditation,1,7.5
1,483,Tea Ceremony and Zen Meditation,1,8.75
1,483,Tea Ceremony and Zen Meditation,1,5.25
1,483,Tea Ceremony and Zen Meditation,1,7.25
1,483,Tea Ceremony and Zen Meditation,1,5.75
1,533,Archery and Marksmanship,1,9.25
1,533,Archery and Marksmanship,1,6.25
1,533,Archery and Marksmanship,1,6.5
1,533,Archery and Marksmanship,1,7.5
1,533,Archery and Marksmanship,1,1.75
1,533,Bushido and Samurai Code,1,15
1,533,Bushido and Samurai Code,1,11.25
1,533,Bushido and Samurai Code,1,13.25
1,533,Bushido and Samurai Code,1,14
1,533,Bushido and Samurai Code,1,16
1,533,Bushido and Samurai Code,1,12.75
1,533,Bushido and Samurai Code,1,11.75
1,533,Bushido and Samurai Code,1,10.5
1,533,Calligraphy and Poetry,2,12
1,533,Calligraphy and Poetry,2,10.5
1,533,Calligraphy and Poetry,2,9.75
1,533,Calligraphy and Poetry,2,10.75
1,533,Calligraphy and Poetry,2,9.25
1,533,Calligraphy and Poetry,2,9.25
1,533,History of Feudal Japan,2,8.5
1,533,History of Feudal Japan,2,9
1,533,History of Feudal Japan,2,7
1,533,Kenjutsu and Swordsmanship,2,13.6
1,533,Kenjutsu and Swordsmanship,2,11
1,533,Kenjutsu and Swordsmanship,2,12.2
1,533,Ninjutsu and Stealth Arts,1,7
1,533,Ninjutsu and Stealth Arts,1,11
1,533,Ninjutsu and Stealth Arts,1,13
1,533,Ninjutsu and Stealth Arts,1,7
1,533,Ninjutsu and Stealth Arts,1,15.5
1,533,Ninjutsu and Stealth Arts,1,14.5
1,533,Ninjutsu and Stealth Arts,1,14
1,533,Onmyodo and Occult Arts,1,9.5
1,533,Onmyodo and Occult Arts,1,9.5
1,533,Onmyodo and Occult Arts,1,7.5
1,533,Onmyodo and Occult Arts,1,11
1,533,Onmyodo and Occult Arts,1,15
1,533,Onmyodo and Occult Arts,1,10
1,533,Shinto and Buddhist Philosophy,2,12.75
1,533,Shinto and Buddhist Philosophy,2,13
1,533,Shinto and Buddhist Philosophy,2,16
1,533,Shinto and Buddhist Philosophy,2,12.25
1,533,Shinto and Buddhist Philosophy,2,14
1,533,Shinto and Buddhist Philosophy,2,20
1,533,Strategy and Tactics,2,16.5
1,533,Strategy and Tactics,2,16
1,533,Strategy and Tactics,2,15
1,533,Tea Ceremony and Zen Meditation,1,7.5
1,533,Tea Ceremony and Zen Meditation,1,7.5
1,533,Tea Ceremony and Zen Meditation,1,8.25
1,533,Tea Ceremony and Zen Meditation,1,7
1,533,Tea Ceremony and Zen Meditation,1,7.75
1,536,Archery and Marksmanship,1,8
1,536,Archery and Marksmanship,1,8.5
1,536,Archery and Marksmanship,1,7.75
1,536,Archery and Marksmanship,1,6
1,536,Archery and Marksmanship,1,6
1,536,Bushido and Samurai Code,1,11.5
1,536,Bushido and Samurai Code,1,16
1,536,Bushido and Samurai Code,1,12.5
1,536,Bushido and Samurai Code,1,15
1,536,Bushido and Samurai Code,1,12
1,536,Bushido and Samurai Code,1,8.25
1,536,Bushido and Samurai Code,1,17
1,536,Bushido and Samurai Code,1,9.5
1,536,Calligraphy and Poetry,2,10.5
1,536,Calligraphy and Poetry,2,9.5
1,536,Calligraphy and Poetry,2,11.75
1,536,Calligraphy and Poetry,2,11
1,536,Calligraphy and Poetry,2,12
1,536,Calligraphy and Poetry,2,7.25
1,536,History of Feudal Japan,2,10.5
1,536,History of Feudal Japan,2,3.5
1,536,History of Feudal Japan,2,1.5
1,536,Kenjutsu and Swordsmanship,2,13.7
1,536,Kenjutsu and Swordsmanship,2,13.6
1,536,Kenjutsu and Swordsmanship,2,19.8
1,536,Ninjutsu and Stealth Arts,1,11
1,536,Ninjutsu and Stealth Arts,1,15
1,536,Ninjutsu and Stealth Arts,1,12.5
1,536,Ninjutsu and Stealth Arts,1,9.5
1,536,Ninjutsu and Stealth Arts,1,10.5
1,536,Ninjutsu and Stealth Arts,1,11
1,536,Ninjutsu and Stealth Arts,1,7.5
1,536,Onmyodo and Occult Arts,1,14
1,536,Onmyodo and Occult Arts,1,14
1,536,Onmyodo and Occult Arts,1,15
1,536,Onmyodo and Occult Arts,1,10.5
1,536,Onmyodo and Occult Arts,1,12
1,536,Onmyodo and Occult Arts,1,11.5
1,536,Shinto and Buddhist Philosophy,2,17.5
1,536,Shinto and Buddhist Philosophy,2,11.5
1,536,Shinto and Buddhist Philosophy,2,15.25
1,536,Shinto and Buddhist Philosophy,2,15.75
1,536,Shinto and Buddhist Philosophy,2,12.5
1,536,Shinto and Buddhist Philosophy,2,14
1,536,Strategy and Tactics,2,11
1,536,Strategy and Tactics,2,9.5
1,536,Strategy and Tactics,2,9.5
1,536,Tea Ceremony and Zen Meditation,1,7.25
1,536,Tea Ceremony and Zen Meditation,1,6.75
1,536,Tea Ceremony and Zen Meditation,1,10.25
1,536,Tea Ceremony and Zen Meditation,1,7.75
1,536,Tea Ceremony and Zen Meditation,1,7.25
1,556,Archery and Marksmanship,1,3
1,556,Archery and Marksmanship,1,8.75
1,556,Archery and Marksmanship,1,8.25
1,556,Archery and Marksmanship,1,7.75
1,556,Archery and Marksmanship,1,3.75
1,556,Bushido and Samurai Code,1,11
1,556,Bushido and Samurai Code,1,15.25
1,556,Bushido and Samurai Code,1,9.5
1,556,Bushido and Samurai Code,1,10.5
1,556,Bushido and Samurai Code,1,12.75
1,556,Bushido and Samurai Code,1,17.25
1,556,Bushido and Samurai Code,1,14
1,556,Bushido and Samurai Code,1,14
1,556,Calligraphy and Poetry,2,10.5
1,556,Calligraphy and Poetry,2,11.5
1,556,Calligraphy and Poetry,2,9
1,556,Calligraphy and Poetry,2,7.5
1,556,Calligraphy and Poetry,2,13.75
1,556,Calligraphy and Poetry,2,10.25
1,556,History of Feudal Japan,2,4
1,556,History of Feudal Japan,2,1
1,556,History of Feudal Japan,2,8.5
1,556,Kenjutsu and Swordsmanship,2,18.3
1,556,Kenjutsu and Swordsmanship,2,13.4
1,556,Kenjutsu and Swordsmanship,2,15.7
1,556,Ninjutsu and Stealth Arts,1,10
1,556,Ninjutsu and Stealth Arts,1,10.5
1,556,Ninjutsu and Stealth Arts,1,14.5
1,556,Ninjutsu and Stealth Arts,1,7
1,556,Ninjutsu and Stealth Arts,1,17
1,556,Ninjutsu and Stealth Arts,1,8.5
1,556,Ninjutsu and Stealth Arts,1,7
1,556,Onmyodo and Occult Arts,1,14.5
1,556,Onmyodo and Occult Arts,1,10
1,556,Onmyodo and Occult Arts,1,10.5
1,556,Onmyodo and Occult Arts,1,12.5
1,556,Onmyodo and Occult Arts,1,11.5
1,556,Onmyodo and Occult Arts,1,8.5
1,556,Shinto and Buddhist Philosophy,2,20
1,556,Shinto and Buddhist Philosophy,2,13.5
1,556,Shinto and Buddhist Philosophy,2,15.25
1,556,Shinto and Buddhist Philosophy,2,10.5
1,556,Shinto and Buddhist Philosophy,2,13
1,556,Shinto and Buddhist Philosophy,2,13
1,556,Strategy and Tactics,2,12
1,556,Strategy and Tactics,2,12.5
1,556,Strategy and Tactics,2,9.5
1,556,Tea Ceremony and Zen Meditation,1,8
1,556,Tea Ceremony and Zen Meditation,1,8.25
1,556,Tea Ceremony and Zen Meditation,1,7.5
1,556,Tea Ceremony and Zen Meditation,1,8.75
1,556,Tea Ceremony and Zen Meditation,1,6
1,559,Archery and Marksmanship,1,7.25
1,559,Archery and Marksmanship,1,4.5
1,559,Archery and Marksmanship,1,9
1,559,Archery and Marksmanship,1,7.25
1,559,Archery and Marksmanship,1,9.5
1,559,Bushido and Samurai Code,1,13.25
1,559,Bushido and Samurai Code,1,12.75
1,559,Bushido and Samurai Code,1,12.5
1,559,Bushido and Samurai Code,1,15.5
1,559,Bushido and Samurai Code,1,11.25
1,559,Bushido and Samurai Code,1,12.75
1,559,Bushido and Samurai Code,1,14
1,559,Bushido and Samurai Code,1,9.75
1,559,Calligraphy and Poetry,2,9.25
1,559,Calligraphy and Poetry,2,8.75
1,559,Calligraphy and Poetry,2,8.25
1,559,Calligraphy and Poetry,2,11.5
1,559,Calligraphy and Poetry,2,11.25
1,559,Calligraphy and Poetry,2,10.75
1,559,History of Feudal Japan,2,4.5
1,559,History of Feudal Japan,2,15
1,559,History of Feudal Japan,2,8.5
1,559,Kenjutsu and Swordsmanship,2,10.5
1,559,Kenjutsu and Swordsmanship,2,10.9
1,559,Kenjutsu and Swordsmanship,2,15.4
1,559,Ninjutsu and Stealth Arts,1,11
1,559,Ninjutsu and Stealth Arts,1,10.5
1,559,Ninjutsu and Stealth Arts,1,15.5
1,559,Ninjutsu and Stealth Arts,1,13
1,559,Ninjutsu and Stealth Arts,1,5.5
1,559,Ninjutsu and Stealth Arts,1,8.5
1,559,Ninjutsu and Stealth Arts,1,8.5
1,559,Onmyodo and Occult Arts,1,12
1,559,Onmyodo and Occult Arts,1,12
1,559,Onmyodo and Occult Arts,1,14
1,559,Onmyodo and Occult Arts,1,12
1,559,Onmyodo and Occult Arts,1,13.5
1,559,Onmyodo and Occult Arts,1,12
1,559,Shinto and Buddhist Philosophy,2,16.5
1,559,Shinto and Buddhist Philosophy,2,12.25
1,559,Shinto and Buddhist Philosophy,2,10.25
1,559,Shinto and Buddhist Philosophy,2,12
1,559,Shinto and Buddhist Philosophy,2,16
1,559,Shinto and Buddhist Philosophy,2,10.5
1,559,Strategy and Tactics,2,12
1,559,Strategy and Tactics,2,16
1,559,Strategy and Tactics,2,7.5
1,559,Tea Ceremony and Zen Meditation,1,7
1,559,Tea Ceremony and Zen Meditation,1,7.75
1,559,Tea Ceremony and Zen Meditation,1,8
1,559,Tea Ceremony and Zen Meditation,1,6
1,559,Tea Ceremony and Zen Meditation,1,8.25
1,568,Archery and Marksmanship,1,7.5
1,568,Archery and Marksmanship,1,7
1,568,Archery and Marksmanship,1,6.25
1,568,Archery and Marksmanship,1,7.5
1,568,Archery and Marksmanship,1,4.25
1,568,Bushido and Samurai Code,1,15.25
1,568,Bushido and Samurai Code,1,12.25
1,568,Bushido and Samurai Code,1,12.5
1,568,Bushido and Samurai Code,1,11.75
1,568,Bushido and Samurai Code,1,13.5
1,568,Bushido and Samurai Code,1,12.75
1,568,Bushido and Samurai Code,1,13.25
1,568,Bushido and Samurai Code,1,11.5
1,568,Calligraphy and Poetry,2,12.5
1,568,Calligraphy and Poetry,2,9.25
1,568,Calligraphy and Poetry,2,10.75
1,568,Calligraphy and Poetry,2,11.5
1,568,Calligraphy and Poetry,2,12.25
